id,name,description,image,price,link

0,Karl der Große,Anlässlich unserer Trauung in der Kaiserstadt (gold & unsigniert),karl.jpeg,500,https://www.ottmar-hoerl.de/de/shop/artikel/18/Karl_der_Grosse.php
